text,intent,urgency,department
The account is active and if you have forgotten the password use the email address above to reset it using the reset password functionality.,notAbleToReset_Password,medium,ict_support
Good-afternoon Team CPIMS. Please find below a screenshot of the caseloads for each office between Jan 2020 and to-date. Months with zero cases are highlighted. Subcounty Children offices with zero cases have been omitted from the report. Thanks everyone for the efforts.,Population,low,data_registry
"*Dear All,* today marks my last working day with the CPIMS project. Its been 4 years of growth and fulfillment. I wish to thank everyone for the support acorded as we collectively worked towards rollout and perfecting of the system.",help,low,general
Thanks alot for the great support. Wishing you the very best in your endeavours,thanks,low,general
Joshua you have really supported the CPMIS train and I hope all will be well. Wishing you a blessed time thank you.,thanks,low,general
Thank you for your time and support towards CPIMS. All the best in your endeavors. Happy and prosperous 2021.,thanks,low,general
Thank You so much for your valuable time on the project and happy New Year.,thanks,low,general
Thank you for your support. Indeed it has been a journey. I wish you well in your future endeavours.,thanks,low,general
"Thank you Joshua. It was a pleasure working with you. May you climb many more hills of prosperity and joy. To some of us, you remain a friend. Happy New year to you and your family.",thanks,low,general
Thankyou so much Joshua for the support and input in getting CPIMS this far. God bless you in your next endevour.,help,low,general
Blessed happy new year to all of us.,help,low,general
It was a pleasure working with you Joshua. your approachable nature made your expertise available to us.,help,low,general
God bless you Josh. Happy New year,help,low,general
"Happy new year 2021. May the Lord watch over us and protect us. We claim His mercies, peace and restoration.",help,low,general
"Dear ones, as we close the year 2020. Let's forget the hustles, bustles and baggages of the past and look unto Jesus the Author and Finisher of our Faith. Blessed 2021 in Jesus name!",help,low,general
May God bless the year 2021.,help,low,general
"Enjoy one, Full of Health, Hope and Goodness.2021!",help,low,general
Hello Team CPIMS. Happy new year.,greeting,low,general
Kindly reset wnguiku and vigoki,notAbleToReset_Password,medium,ict_support
Please use reset password,notAbleToReset_Password,medium,ict_support
"We are planning to merger CPIMS DCS and CPIMS USAID/USG data sets from 8th to 12th February, 2021. CPIMS will not be avaliable and link will be inactive for the mentioned dates. Please inform all Officers and partners in your counties.This merger and upgrade is meant to enhance a better CPIMS that is able to cordinate child protection activities in the country. Please contact CPIMS TEAM in case of any clarification.",help,low,general
"Dear CCCO, CPIMS is back and the merger process has been sucesfull.Please communicate to all the officers that they can now continue to register and manage cases.We are also working on training for the officers on USG component od CPIMS .Thank you for your patient.",onlinetraining,low,training_admin
The system rejects the submit button kindly assist,help,low,general
Please reset vigoki and wnguiku,notAbleToReset_Password,medium,ict_support
Use forgot password link to reset your account.,passwords,medium,ict_support
Response. There was error processing your request. Please contact adm,systemerror,high,ict_support
The system is indicating operatoonal error,systemerror,high,ict_support
Kindly reset ondieki Norah.,notAbleToReset_Password,medium,ict_support
"Hi, reset nowadays is done through forgot password function, edit his details to ensure you capture his email address...then on the log in page let him select forgot password....and follow prompts...if it does not work.....seek experts advice",passwords,low,ict_support
"Hi Norah is now under westlands sub county and not kabete rehab ,please confirm change of station",greeting,low,general
Yes am now under westlands subcounty not Kabete rehab.,help,low,general
Hi thanks for you advice though that's where I begun unless there's some error with the details keyed,systemerror,low,ict_support
Its usually not a system error but user problem for accounts that have not logged in within the last 90 days(3 months).,login,low,ict_support
Yes I agree thats the problem with this account,help,low,general
"Goodmorning,Kindly reset Nancy Wasawa.",notAbleToReset_Password,medium,ict_support
"Sorry,it's a misplaced",help,low,general
Account inactive; Last login: 2021-Mar-01; Last password change: Never,passwords,medium,ict_support
Account been activated use the set email teclachepngeno40@.... to login.,login,medium,ict_support
I mean to reset the password.,passwords,medium,ict_support
Hi good people I'm unable to change my password word. The message I'm getting is I contact the admin. Someone help me,passwords,low,ict_support
What is your username?,help,low,general
VURUGU MAPPER LINK,help,low,general
"[08/10, 10:37] Mercy Katila: Training Evaluation",onlinetraining,low,training_admin
Training evaluation,onlinetraining,low,training_admin
Thanks Loyce for the add,thanks,low,general
Kindly add Juliet,help,low,general
0714355910 Steve and 0729998105 Sheila from Dagoretti,help,low,general
Juliet 0725855299,help,low,general
"[08/10, 10:37] Mercy Katila: Training Evaluation",onlinetraining,low,training_admin
Please fill the feedback form,DataEntry,medium,data_registry
Please add the following officers from Starehe,help,low,general
Elizabeth Children Office Mathare.vcf (file attached),help,low,general
Add the following officers from Makadara,help,low,general
Chemtai Children Officer Starehe.vcf (file attached),help,low,general
Bruno Children Officer Mathare.vcf (file attached),help,low,general
Caroline Children Officer Starehe.vcf (file attached),help,low,general
Susan Oduor Office.vcf (file attached),help,low,general
Eunice Thuku Office.vcf (file attached),help,low,general
"Dear All, please find the above CPIMS user manual guide, you can also access the same in audio form from the learning portal. www.learning.childprotection.go.ke.",usermanual,low,training_admin
learning.childprotection.go.ke,help,low,general
3 contacts.vcf (file attached),help,low,general
Kindly add the following officers from Langata and Kibra Sub Counties,help,low,general
"Dear All, please find the above CPIMS user manual guide, you can also access the same in audio form from the learning portal. learning.childprotection.go.ke.",usermanual,low,training_admin
"Dear CCCO,Kindly provide the information urgently meeded belowby close of bussiness monday ,18th October 2021.Ensure that all officers under you are properly captured as per the attached excel template provided.This data is to be sent to kariukic21@gmail.com and copied to watotoidara@gmail.com",Emailaccess,high,ict_support
"Morning all, kindly take note that you can be able to reset your passwords using the functionality highlighted above and follow the instructions given thereafter. however for those who have not used the system for over three months or those who can remember the email used when creating the account can contact their supervisors or the admni.",passwords,low,ict_support
SCCO Please create CPIMS accounts for the children officers in your sub countries,createcpmisaccounts,medium,ict_support
We trained the officers and they should be using CPIMS,onlinetraining,low,training_admin
Noted Mr Ochieng.,thanks,low,general
"Children officer makadara, please inbox",Emailaccess,low,ict_support
Good afternoon kindly check on account I can't log in. I have tried to change the password but the message I'm getting is I contact the admin,passwords,medium,ict_support
What your username?,help,low,general
It's now okay. Use forgot password functionality to reset your password.,passwords,low,ict_support
Good afternoon. All the cases iam doing in the CPMIS are giving only one case serial number. CCO/47/289/5/29/61. The last six digits are not displayed for the five cases I have done. Kindly help.,greeting,low,general
Just proceed with the data entry and check if the next case has the serial number proceeding to next. Most probably you have a duplication issue.,DataEntry,medium,data_registry
Av done eight cases and the serial number remains as stated earlier.,help,low,general
try logging out then re-logging in to the system,help,low,general
"Good morning , I forgot my CPIMS password kindly assist",passwords,low,ict_support
Use forgot password to reset the password,passwords,medium,ict_support
Good morning kindly assist to reset password my new email address is maolevaliso@gmail.com,notAbleToReset_Password,medium,ict_support
Done. Use forgot password functionality to reset your account.,passwords,medium,ict_support
"Good morning colleagues,",greeting,low,general
Kindly reset Jlumbasi am logged out,notAbleToReset_Password,medium,ict_support
I have tried to use email but is is not processing,Emailaccess,medium,ict_support
Kindly add 0799411879,help,low,general
"Hi , I am trying to reset my password , I have submitted my email address but it is indicating 'there was an error processing request.contact admin '",passwords,low,ict_support
The email addrress is the correct one . Try to reset again,notAbleToReset_Password,medium,ict_support
"Good morning , waiting for reset email",notAbleToReset_Password,low,ict_support
Soduor is my username,help,low,general
I am Susan Oduor,help,low,general
"Try it now ,It should be working",help,low,general
No email in my inbox,Emailaccess,medium,ict_support
You have forgoten your password,passwords,medium,ict_support
I have forgotten and submitted my email,Emailaccess,medium,ict_support
"Do it afresh ,your e mail was not well defined",help,low,general
Too young to forgot password,passwords,medium,ict_support
"Makadara ,makadara,makadara is not doing well",help,low,general
"Dear CCCO,Listed above are some CPIMS issues for your attention Gender incompatible cases ,Missing interventions and age inapropriate cases.Let the SCCO correct them using CPIMS ID .Regards",genderissues,medium,case_management
Hello. I request to be mapped back to Starehe from Mathare.,greeting,low,general
Mapped back to starehe children subcounty,help,low,general
"Hello,I forgot my old password and the system is requesting me to change my password.please help",passwords,low,ict_support
Log out then use the forgot password functionality.,passwords,medium,ict_support
What your user name and email address,Emailaccess,medium,ict_support
teclachepngeno40@gmail.com,Emailaccess,medium,ict_support
Kindly assist in password reset,passwords,medium,ict_support
Officer in Starehe kindly,help,low,general
"Good afternoon,first is the appreciation of your efforts in data entry.Below find the county report from Jan-March 2022.For counties that have not yet updated their data please do so.",upda,medium,data_registry
Morning the CPIMS sys from my side isn`t working.,help,low,general
can someone kindly assist.,help,low,general
We are working round the clock to return to live.We have been off due to migration and updates,upda,medium,data_registry
My account has refused to login & I have been locked out. My *Username:* Vowiti,accountunlocking,medium,ict_support
Kindly assist me.,help,low,general
"Your account is now active, use forgot functionality to reset your password.",passwords,medium,ict_support
Thanks... I tried using that but it kept telling me to contact admin. Thanks alot. All good right now.,thanks,high,general
Hi am not able to access my cpmis account,systemAcess,low,ict_support
"Good morning, first and foremost I do appreciate your efforts in data entry. Below is the CPIMS County Caseload report for FY 2021/2022 (1st July 2021 to 20th June 2022). For the Sub County offices with backlogs please update your data with immediate effect.",upda,medium,data_registry
"Good morning, I am trying to reset my password in the CPIMS but the system is saying 'error processing your request contact admin'",passwords,low,ict_support
"Your account is now active, use forgot password functionality to reset your password",passwords,medium,ict_support
Am also not able to log in,login,medium,ict_support
Make sure you are using the correct email address,Emailaccess,medium,ict_support
makadaradco@gmail.com,Emailaccess,medium,ict_support
My Name is BRIAN SIRO from Njiru scco can you please reset my cpims password my email is sirobrian7@gmail.com,Emailaccess,medium,ict_support
Thank you...kumbe I was typing the wrong one,thanks,low,general
"Good afternoon colleagues,",greeting,low,general
"Morning colleagues, please confirm with your Cpvs whether they have received airtime from PLAN.",CPVs,high,case_management
Hi they have not received yet,greeting,low,general
Hi.. some have received and others not yet,thanks,low,general
Hi from Makadara non has received,greeting,low,general
None has received. Kibra,thanks,low,general
No none from njiru,help,low,general
"@CPIMS admins, kindly reset my cpims password. My Name is Julister Nyaboke from Njiru SCCO",passwords,medium,ict_support
I am unable to login to CPIMS. kindly assist. When I click on forget password the email I am giving is being rejected,passwords,medium,ict_support
"Morning colleagues, I understand the airtime was sent. Please confirm. Thank you",thanks,low,general
What is your username?,help,low,general
"Your account is now active, use forgot password functionality to reset your password.",passwords,medium,ict_support
Please resent Mwambui,help,low,general
Thanks for the add,thanks,low,general
Good afternoon. Do you mean airtime for election exercise ? I haven't received yet.,greeting,low,general
None of them has received so far @254713730393,thanks,low,general
Non of my CPVs has received.,CPVs,high,case_management
Username: eokello,help,low,general
"Done, use forgot password functionality to reset your account.",passwords,medium,ict_support
The following CPV never got bundles no. 0700318088 Danson Mureithi,CPVs,low,case_management
None of my CPVS received the bundles as at this evening,CPVs,low,case_management
Kindly share the vurugu mapper numbers,help,low,general
"1. 0728956714 Janefiver,",help,low,general
1. 0700280324 Elvina,help,low,general
IMG-20220829-WA0003.jpg (file attached),help,low,general
Good afternoon Team.. our cpims is generating thr same seriap number. What could be the issue?,greeting,low,general
Check your browser. Try updating and try again.,upda,medium,data_registry
"Morning Cpms crew, The system is displaying Internal server. kindly assist.",help,low,general
Good morning.. same on my sidep,greeting,low,general
1. 0700280324 Elvina,help,low,general
CPV Njiru have not received their bundles. Kindly do something about it.,CPVs,low,case_management
The following CPV never got bundles no. 0700318088 Danson Mureithi Starehe the rest got.,CPVs,low,case_management
Thanks for the add,thanks,low,general
@254713730393 the following CPVs from Kibra reported that they received some airtime on their *personal mobile phone numbers* but didn't know where the airtime came from:,CPVs,high,case_management
They say that the airtime was deposited directly from safaricom,greeting,low,general
How much did they receive,greeting,low,general
"1,000. sent as 500 twice",systemerror,high,ict_support
"my account mwambui has an issue,kindly assist",help,low,general
"It's now active, use forgot password functionality to reset your account.",passwords,medium,ict_support
Well noted thanks,thanks,low,general
"Good morning. I'm trying to access CPIMS but I'm getting a 503 error ""Service Unavailable""",systemAcess,medium,ict_support
Since yesterday.. had the same problem too,help,low,general
The problem lasted for how long?,help,low,general
Had been for about 20 minutes when I reached out but it seems to be back online now. Thank you,thanks,low,general
"Hi CPIMS team, I have forgotten my password (for TEST ) I am not able to remember the email address I used to register.",passwords,low,ict_support
Good morning @254722166058 @254711193001 kindly assist,greeting,low,general
"Done, use forgot password functionality to reset your account.",passwords,medium,ict_support
I tried yestersay resetting via this email but it refused.,notAbleToReset_Password,low,ict_support
I can't be able to access my account even after using the reset button... It tells me to get I to touch with ADMIN.,notAbleToReset_Password,medium,ict_support
"It's now active, use forgot password functionality to reset your password.",passwords,medium,ict_support
Bismarck Aminga Workmate.vcf (file attached),help,low,general
Also these CPVs from Makadara are yet to receive their airtime bundles,CPVs,high,case_management
Are there those who have received? Mine haven't received,thanks,low,general
They are yet to receive ndio nawaulizia,greeting,low,general
We are following on the airtime with plan International. There were some challenges with service providers.,ChallengesOfStaff,medium,training_admin
For the vurugu mapper app. It could be the cpvs changes password to use pin .so the must remember the pin.,passwords,medium,ict_support
It seems the app is slow .Will follow on that too.,help,low,general
Good afternoo Martha I would like to report that we lost one of our CPVs Philomena Kavilo Kioko from Dandora. The office managed to get the phone but we were unable to recover it's charger. Shall we return the phone to you people?,CPVs,low,case_management
Sorry about that,help,low,general
Dear all we will be doing technology upgrade on CPIMS functions that has been recently finalised.This implies that we will not be able to access the live system on 19th November 2022 please bear with us.This activity is to enhance CPIMSTechnology upgrade from python 2.7 to 3.10 and Django framework from 1.8.5 to 4.1,systemAcess,low,ict_support
"Good afternoon colleagues, first and foremost, we appreciate your efforts in data entry, below is the CPIMS County caseloads report for 1st quarter FY 2022/2023 (1st July 2022 to 31st October 2022). For the sub-county offices with backlogs please update your data with immediate effect.",upda,medium,data_registry
IMG-20221123-WA0014.jpg (file attached),help,low,general
The Children Act 2022-1.pdf (file attached),help,low,general
Unaweza toka around 5.15 instead of 5 Kuna vituko zinaendelea hapa,help,low,general
Sorry that was not meant for here,help,low,general
"Good morning Officers, for all purposes of trainings either to the CCI's or any new officers within your organization units, you are requested to use the Test system ( test.cpims.net) but not the live system. For any assistance with the system please contact HQ CPIMS team.",LiveSystem,low,ict_support
IMG-20221225-WA0000.jpg (file attached),help,low,general
"Hello, could someone please reset my account.",notAbleToReset_Password,low,ict_support
"Your username in the system is rndung'u,use forgot password functionality to reset your account.",passwords,medium,ict_support
Morning colleagues please admin reset my account Mondieki Westland Sub County,notAbleToReset_Password,medium,ict_support
Hi please use reset password,notAbleToReset_Password,medium,ict_support
Good morning? I seem to have forgotten my password and efforts to reset via forgot password is not working. Kindly assist,passwords,low,ict_support
IMG-20230207-WA0002.jpg (file attached),help,low,general
"Good afternoon colleagues, first and foremost, we appreciate your efforts in data entry, below is the CPIMS County caseloads report FY 2022/2023 (1st July 2022 to 9th February, 2023). For the sub-county offices with backlogs please clear with immediate effect.",DataEntry,medium,data_registry
Please respond to this too. Thanks,thanks,low,general
"I have activated your account,use forgot password functionality to reset your password",passwords,medium,ict_support
"Dear Team Wajir, please feel free to reach out to any of the CPIMS Hq team that shall offer support on CPIMS.",help,low,general
Please share your account.,help,low,general
Forgot pasward kindly assist.sahara.wajir north,help,low,general
"Your Username is :smohamed, Reset done use default password 1234 and change.",notAbleToReset_Password,medium,ict_support
"Happy New Year Team CPIMS, please find attached below a screenshot of CPIMS caseload as at today.",Population,medium,data_registry
For wajir west and eldas have been using the old model of tool A. have no training on CPMIS hence become a challenge.,sheets,low,data_registry
We are in the process of de-commisioning Excel too A so we nee to prioritive live data entry,LiveSystem,medium,ict_support
Please circulate the forwarded circular to relevant people in your circle.,help,low,general
"Dear All, we have finalized the PASSWORD RESET functionality on CPIMS. This has allowed many of us to reset their passwords. We kindly request all CPIMS users to assist in the following;",passwords,low,ict_support
This document offers a step-by-step guide to resetting your password and updating both organizations and personal details.,passwords,low,ict_support
"Good morning Team CPIMS,below are the caseloads on CPIMS as at today.We thank you for continued data entry during these times.",DataEntry,low,data_registry
Hi Mr Mbai. It seems eldas and wajir west are not featured. Kindly do something,systemfunctions,low,ict_support
"Hi Jillo, it means that Eldas and Wajir West have zero cases as from July 2019.",greeting,low,general
Wajir doing badly here,help,low,general
The officer manning the two has never undergone cpims training,onlinetraining,low,training_admin
I will do something sir,help,low,general
Am the officer manning the stations i took the office in October 2019 and i raised the concern here.,complaint,medium,case_management
Will purpose to do something with your guidance.,help,low,general
Goodevening team CPIMS. Below is an update on the status of CPIMS data entry as at today.Let us all work towards finalizing the backlogs by 15th July 2020.,upda,medium,data_registry
Niko hapa Sir. I have brought the issue to the attention of my officers and we are fastracking it. Two of my subcounty children officers have not received training on CPIMS and that imposes limitation on our capacity to feed the data into the system. We are hoping to finish by 15th july 2020.,onlinetraining,low,training_admin
Amina welcome to the forum and introduce yourself to the members.,help,low,general
"Thank you sir, am AMINA Mohamed Tarbaj Sub-county co-ordinator, am happy to join my colleagues",thanks,low,general
"Team Wajir, we are missing data for Eldas and Wajir West. Please update on the offices that work on these cases.",upda,medium,data_registry
"Both are manned by one officer based at Giriftu,wajir west. He was transfered here last financial year and has never been trained on CPIMS.",onlinetraining,low,training_admin
He is Mr. Chebon Abdalla.,help,low,general
We can provide Mr. Chebon with materials to help him get onboard even as an opportunity for trained is sought.,onlinetraining,low,training_admin
I acknowledge that the data for wajir west and eldas have not been entered in CPIMs but they are up to date in tool A format.putting in CPIMS has been a challenge because of the reason mr jillo and i earlier raised.,sheets,low,data_registry
I will appreciate Mr mbai for that.,help,low,general
How do i get the materials,systemfunctions,medium,ict_support
If I don't have password how could I log in.,passwords,medium,ict_support
Have you ben created,help,low,general
Good morning Team CPIMS. Hope you are well. As you work on the backlogs on CPIMS. Please take note of common data entry mistakes that involve age and Sex variables. An example is girls aged below 10 years with child pregnancy cases. Or Boys with child marriage or child pregnancy cases. Let us all partner in enhancing the quality of data in CPIMS. Thanks All,genderissues,medium,case_management
"Dear Team CPIMS,I wish to thank everyone for the efforts in working on the caseloads for the last FY. Below are the caseloads by office and sub-county. Please confirm that these are all the cases received for the previous financial Year.",Population,medium,data_registry
This is my subcounty.The mistake has been noted however is not deliberate bt error in typing.keeness and counter check of data wl be observed in future.,systemerror,low,ict_support
Tarbaj one case in a financial year.Do we need an officer in that station really.,help,low,general
I was currently posted there since 2019 December but not trained for the CPIMS,onlinetraining,low,training_admin
"Dear Team CPIMS, I wish to thank everyone for the efforts made in entering data into CPIMS.We have done some preliminary analysis on the proportion of cases that are still pending or open between July 2019 and todate. Let us try and fill data related to interventions especially for the period July 2019-June 2020.",help,low,general
Data has been populated based on Organizational units(not subcounties),help,low,general
"Dear Team CPIMS. Today marks the last day of Q1 of FY 2020/21. Henceforth, we shall compile the final Caseload data for the last FY 2019/20. Below is a screenshot of the available data on CPIMS for the period July 2019-June 2020. Please confirm that you have completed data entry for the last FY. The data is based on Sub counties(not offices).Missing subcounty names mean that we have zero cases for that period on the system.",DataEntry,medium,data_registry
We are all encouraged to enter all missing information for the last FY as soon as possible. Intervention rates should be ideally below 10% (3 months later).,missinginformation,medium,data_registry
I cant see for Eldas and Wajir West.,help,low,general
Subcounties that are missing have zero cases in the system.,help,low,general
Below is a screenshot of the pending and open cases by month. This should help in follow-up and management. Please confirm receipt of these messages.,help,low,general
"Hi colleagues. To address the challenge we are having in CPIMS due to lack of technical knowhow on the part of some of our officers,I have made a request for support to a local partner organization which has accepted to support the training on CPIMS. This is meant to address the gap and improve reporting of cases in Wajir county where some officers were never trained on CPIMS. Thanks",onlinetraining,low,training_admin
Good-afternoon Team CPIMS. Please find below a screenshot of the caseloads for each office between Jan 2020 and to-date. Months with zero cases are highlighted. Subcounty Children offices with zero cases have been omitted from the report. Thanks everyone for the efforts.,Population,low,data_registry
Thz forum will be vibrant and looking forward the success and its existence for betterment of our children protection data.,help,low,general
"*Dear All,* today marks my last working day with the CPIMS project. Its been 4 years of growth and fulfillment. I wish to thank everyone for the support acorded as we collectively worked towards rollout and perfecting of the system.",help,low,general
Its been great pleasure for working with you. Wish you goodluck. Wish you happy and a prosperous new year.,help,low,general
Hello Team CPIMS. Happy new year.,greeting,low,general
"We are planning to merger CPIMS DCS and CPIMS USAID/USG data sets from 8th to 12th February, 2021. CPIMS will not be avaliable and link will be inactive for the mentioned dates. Please inform all Officers and partners in your counties.This merger and upgrade is meant to enhance a better CPIMS that is able to cordinate child protection activities in the country. Please contact CPIMS TEAM in case of any clarification.",help,low,general
"Dear CCCO, CPIMS is back and the merger process has been sucesfull.Please communicate to all the officers that they can now continue to register and manage cases.We are also working on training for the officers on USG component od CPIMS .Thank you for your patient.",onlinetraining,low,training_admin
"Dear All, please find the above CPIMS user manual guide, you can also access the same in audio form from the learning portal. learning.childprotection.go.ke.",usermanual,low,training_admin
Thx for sharing,help,low,general
"Morning all, kindly take note that you can be able to reset your passwords using the functionality highlighted above and follow the instructions given thereafter. however for those who have not used the system for over three months or those who can remember the email used when creating the account can contact their supervisors or the admni.",passwords,low,ict_support
"good morning , first is to appreciation your effort in data entry. below find the county OVC count report from jan2021-october 2021.for the sub counties that have not yet updated their data please do so as well as with November data.",upda,medium,data_registry
"Good morning, first and foremost I do appreciate your efforts in data entry. Below is the CPIMS County Caseload report for FY 2021/2022 (1st July 2021 to 20th June 2022). For the Sub County offices with backlogs please update your data with immediate effect.",upda,medium,data_registry
"Good morning colleagues,",greeting,low,general
Dear all we will be doing technology upgrade on CPIMS functions that has been recently finalised.This implies that we will not be able to access the live system on 19th November 2022 please bear with us.This activity is to enhance CPIMSTechnology upgrade from python 2.7 to 3.10 and Django framework from 1.8.5 to 4.1,systemAcess,low,ict_support
"Good afternoon colleagues, first and foremost, we appreciate your efforts in data entry, below is the CPIMS County caseloads report for 1st quarter FY 2022/2023 (1st July 2022 to 31st October 2022). For the sub-county offices with backlogs please update your data with immediate effect.",upda,medium,data_registry
IMG-20221123-WA0007.jpg (file attached),help,low,general
The Children Act 2022-1.pdf (file attached),help,low,general
"Good morning Officers, for all purposes of trainings either to the CCI's or any new officers within your organization units, you are requested to use the Test system ( test.cpims.net) but not the live system. For any assistance with the system please contact HQ CPIMS team.",LiveSystem,low,ict_support
"Good afternoon colleagues, first and foremost, we appreciate your efforts in data entry, below is the CPIMS County caseloads report FY 2022/2023 (1st July 2022 to 9th February, 2023). For the sub-county offices with backlogs please clear with immediate effect.",DataEntry,medium,data_registry
